State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Meghalaya,2021,1,West Jaintia Hills,8665,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,North Garo Hills,6392,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,South West Garo Hills,6276,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,East Garo Hills,6237,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,South Garo Hills,5439,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,1,West Khasi Hills,4858,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,East Khasi Hills,84124,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,West Garo Hills,44151,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,Ribhoi,20098,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,East Jaintia Hills,14530,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,West Jaintia Hills,9409,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,North Garo Hills,6951,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,South West Garo Hills,6835,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,East Garo Hills,6754,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,South Garo Hills,5922,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,2,West Khasi Hills,5296,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,East Khasi Hills,90505,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,West Garo Hills,47869,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,Ribhoi,21875,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,East Jaintia Hills,15847,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,West Jaintia Hills,10337,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,North Garo Hills,7584,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,South West Garo Hills,7531,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,East Garo Hills,7389,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,South Garo Hills,6442,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,3,West Khasi Hills,5884,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,East Khasi Hills,96942,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,West Garo Hills,51617,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,Ribhoi,23562,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,East Jaintia Hills,17115,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,West Jaintia Hills,11189,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,North Garo Hills,8212,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,South West Garo Hills,8197,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,East Garo Hills,8015,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,South Garo Hills,7005,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2021,4,West Khasi Hills,6428,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,East Khasi Hills,102838,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,West Garo Hills,55028,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,Ribhoi,25112,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,East Jaintia Hills,18301,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,West Jaintia Hills,11952,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,North Garo Hills,8795,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,South West Garo Hills,8758,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,East Garo Hills,8578,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,South Garo Hills,7508,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,1,West Khasi Hills,6839,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,East Khasi Hills,108330,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,West Garo Hills,58178,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,Ribhoi,26541,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,East Jaintia Hills,19314,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,West Jaintia Hills,12593,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,North Garo Hills,9312,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,South West Garo Hills,9266,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,East Garo Hills,9052,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,South Garo Hills,7922,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,2,West Khasi Hills,7196,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,East Khasi Hills,113816,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,West Garo Hills,61273,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,Ribhoi,27844,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,East Jaintia Hills,20320,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,West Jaintia Hills,13176,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,North Garo Hills,9773,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,South West Garo Hills,9735,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,East Garo Hills,9484,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,South Garo Hills,8265,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,3,West Khasi Hills,7493,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,East Khasi Hills,118978,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,West Garo Hills,63792,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,Ribhoi,29041,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,East Jaintia Hills,21201,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,West Jaintia Hills,13633,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,North Garo Hills,10145,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,South West Garo Hills,10062,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,East Garo Hills,9846,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,South Garo Hills,8553,24.3429852,93.6928709,North-Eastern Region
Meghalaya,2022,4,West Khasi Hills,7705,24.3429852,93.6928709,North-Eastern Region
Mizoram,2018,1,Aizawl,4550,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,1,Lunglei,879,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,1,Kolasib,486,24.2314023,92.6766193,North-Eastern Region
Mizoram,2018,1,Lawngtlai,474,22.7401468,93.0509285,North-Eastern Region
Mizoram,2018,1,Champhai,358,23.481,93.309599,North-Eastern Region
Mizoram,2018,1,Mamit,316,23.909285,92.4947387,North-Eastern Region
Mizoram,2018,1,Serchhip,299,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,1,Saiha,231,23.481,93.309599,North-Eastern Region
Mizoram,2018,2,Aizawl,6211,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,2,Lunglei,1241,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,2,Kolasib,692,24.2314023,92.6766193,North-Eastern Region
Mizoram,2018,2,Lawngtlai,607,22.7401468,93.0509285,North-Eastern Region
Mizoram,2018,2,Champhai,501,23.481,93.309599,North-Eastern Region
Mizoram,2018,2,Serchhip,440,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,2,Mamit,435,23.909285,92.4947387,North-Eastern Region
Mizoram,2018,2,Saiha,295,23.481,93.309599,North-Eastern Region
Mizoram,2018,3,Aizawl,8460,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,3,Lunglei,1751,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,3,Kolasib,1012,24.2314023,92.6766193,North-Eastern Region
Mizoram,2018,3,Lawngtlai,922,22.7401468,93.0509285,North-Eastern Region
Mizoram,2018,3,Champhai,729,23.481,93.309599,North-Eastern Region
Mizoram,2018,3,Serchhip,633,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,3,Mamit,599,23.909285,92.4947387,North-Eastern Region
Mizoram,2018,3,Saiha,396,23.481,93.309599,North-Eastern Region
Mizoram,2018,4,Aizawl,11131,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,4,Lunglei,2391,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,4,Kolasib,1393,24.2314023,92.6766193,North-Eastern Region
Mizoram,2018,4,Lawngtlai,1254,22.7401468,93.0509285,North-Eastern Region
Mizoram,2018,4,Champhai,1001,23.481,93.309599,North-Eastern Region
Mizoram,2018,4,Serchhip,857,23.3078982,92.8556728,North-Eastern Region
Mizoram,2018,4,Mamit,835,23.909285,92.4947387,North-Eastern Region
Mizoram,2018,4,Saiha,503,23.481,93.309599,North-Eastern Region
Mizoram,2019,1,Aizawl,13422,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,1,Lunglei,2910,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,1,Kolasib,1730,24.2314023,92.6766193,North-Eastern Region
Mizoram,2019,1,Lawngtlai,1648,22.7401468,93.0509285,North-Eastern Region
Mizoram,2019,1,Champhai,1179,23.481,93.309599,North-Eastern Region
Mizoram,2019,1,Mamit,1096,23.909285,92.4947387,North-Eastern Region
Mizoram,2019,1,Serchhip,1047,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,1,Saiha,638,23.481,93.309599,North-Eastern Region
Mizoram,2019,2,Aizawl,15934,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,2,Lunglei,3575,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,2,Lawngtlai,2133,22.7401468,93.0509285,North-Eastern Region
Mizoram,2019,2,Kolasib,2120,24.2314023,92.6766193,North-Eastern Region
Mizoram,2019,2,Champhai,1429,23.481,93.309599,North-Eastern Region
Mizoram,2019,2,Mamit,1428,23.909285,92.4947387,North-Eastern Region
Mizoram,2019,2,Serchhip,1295,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,2,Saiha,782,23.481,93.309599,North-Eastern Region
Mizoram,2019,3,Aizawl,18992,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,3,Lunglei,4197,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,3,Lawngtlai,2647,22.7401468,93.0509285,North-Eastern Region
Mizoram,2019,3,Kolasib,2497,24.2314023,92.6766193,North-Eastern Region
Mizoram,2019,3,Champhai,1733,23.481,93.309599,North-Eastern Region
Mizoram,2019,3,Mamit,1655,23.909285,92.4947387,North-Eastern Region
Mizoram,2019,3,Serchhip,1512,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,3,Saiha,901,23.481,93.309599,North-Eastern Region
Mizoram,2019,4,Aizawl,21865,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,4,Lunglei,4926,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,4,Lawngtlai,3255,22.7401468,93.0509285,North-Eastern Region
Mizoram,2019,4,Kolasib,2929,24.2314023,92.6766193,North-Eastern Region
Mizoram,2019,4,Champhai,2067,23.481,93.309599,North-Eastern Region
Mizoram,2019,4,Mamit,1996,23.909285,92.4947387,North-Eastern Region
Mizoram,2019,4,Serchhip,1735,23.3078982,92.8556728,North-Eastern Region
Mizoram,2019,4,Saiha,1036,23.481,93.309599,North-Eastern Region
Mizoram,2020,1,Aizawl,25253,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,1,Lunglei,5778,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,1,Lawngtlai,3996,22.7401468,93.0509285,North-Eastern Region
Mizoram,2020,1,Kolasib,3360,24.2314023,92.6766193,North-Eastern Region
Mizoram,2020,1,Champhai,2448,23.481,93.309599,North-Eastern Region
Mizoram,2020,1,Mamit,2379,23.909285,92.4947387,North-Eastern Region
Mizoram,2020,1,Serchhip,1992,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,1,Saiha,1293,23.481,93.309599,North-Eastern Region
Mizoram,2020,2,Aizawl,29637,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,2,Lunglei,7006,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,2,Lawngtlai,4977,22.7401468,93.0509285,North-Eastern Region
Mizoram,2020,2,Kolasib,4022,24.2314023,92.6766193,North-Eastern Region
Mizoram,2020,2,Champhai,3052,23.481,93.309599,North-Eastern Region
Mizoram,2020,2,Mamit,2911,23.909285,92.4947387,North-Eastern Region
Mizoram,2020,2,Serchhip,2379,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,2,Saiha,1590,23.481,93.309599,North-Eastern Region
Mizoram,2020,3,Aizawl,36225,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,3,Lunglei,8442,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,3,Lawngtlai,6412,22.7401468,93.0509285,North-Eastern Region
Mizoram,2020,3,Kolasib,4923,24.2314023,92.6766193,North-Eastern Region
Mizoram,2020,3,Champhai,3883,23.481,93.309599,North-Eastern Region
Mizoram,2020,3,Mamit,3597,23.909285,92.4947387,North-Eastern Region
Mizoram,2020,3,Serchhip,2871,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,3,Saiha,1962,23.481,93.309599,North-Eastern Region
Mizoram,2020,4,Aizawl,41500,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,4,Lunglei,9794,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,4,Lawngtlai,7618,22.7401468,93.0509285,North-Eastern Region
Mizoram,2020,4,Kolasib,5599,24.2314023,92.6766193,North-Eastern Region
Mizoram,2020,4,Champhai,4550,23.481,93.309599,North-Eastern Region
Mizoram,2020,4,Mamit,4083,23.909285,92.4947387,North-Eastern Region
Mizoram,2020,4,Serchhip,3313,23.3078982,92.8556728,North-Eastern Region
Mizoram,2020,4,Saiha,2274,23.481,93.309599,North-Eastern Region
Mizoram,2021,1,Aizawl,45103,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,1,Lunglei,10638,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,1,Lawngtlai,8386,22.7401468,93.0509285,North-Eastern Region
Mizoram,2021,1,Kolasib,6120,24.2314023,92.6766193,North-Eastern Region
Mizoram,2021,1,Champhai,4968,23.481,93.309599,North-Eastern Region
Mizoram,2021,1,Mamit,4467,23.909285,92.4947387,North-Eastern Region
Mizoram,2021,1,Serchhip,3582,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,1,Saiha,2486,23.481,93.309599,North-Eastern Region
Mizoram,2021,2,Aizawl,48525,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,2,Lunglei,11491,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,2,Lawngtlai,9096,22.7401468,93.0509285,North-Eastern Region
Mizoram,2021,2,Kolasib,6624,24.2314023,92.6766193,North-Eastern Region
Mizoram,2021,2,Champhai,5366,23.481,93.309599,North-Eastern Region
Mizoram,2021,2,Mamit,4882,23.909285,92.4947387,North-Eastern Region
Mizoram,2021,2,Serchhip,3884,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,2,Saiha,2684,23.481,93.309599,North-Eastern Region
Mizoram,2021,3,Aizawl,52313,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,3,Lunglei,12614,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,3,Lawngtlai,9954,22.7401468,93.0509285,North-Eastern Region
Mizoram,2021,3,Kolasib,7229,24.2314023,92.6766193,North-Eastern Region
Mizoram,2021,3,Champhai,5935,23.481,93.309599,North-Eastern Region
Mizoram,2021,3,Mamit,5392,23.909285,92.4947387,North-Eastern Region
Mizoram,2021,3,Serchhip,4255,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,3,Saiha,2955,23.481,93.309599,North-Eastern Region
Mizoram,2021,4,Aizawl,56005,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,4,Lunglei,13668,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,4,Lawngtlai,10738,22.7401468,93.0509285,North-Eastern Region
Mizoram,2021,4,Kolasib,7850,24.2314023,92.6766193,North-Eastern Region
Mizoram,2021,4,Champhai,6447,23.481,93.309599,North-Eastern Region
Mizoram,2021,4,Mamit,5887,23.909285,92.4947387,North-Eastern Region
Mizoram,2021,4,Serchhip,4614,23.3078982,92.8556728,North-Eastern Region
Mizoram,2021,4,Saiha,3196,23.481,93.309599,North-Eastern Region
Mizoram,2022,1,Aizawl,59433,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,1,Lunglei,14538,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,1,Lawngtlai,11459,22.7401468,93.0509285,North-Eastern Region
Mizoram,2022,1,Kolasib,8375,24.2314023,92.6766193,North-Eastern Region
Mizoram,2022,1,Champhai,6875,23.481,93.309599,North-Eastern Region
Mizoram,2022,1,Mamit,6299,23.909285,92.4947387,North-Eastern Region
Mizoram,2022,1,Serchhip,4906,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,1,Saiha,3410,23.481,93.309599,North-Eastern Region
Mizoram,2022,2,Aizawl,62605,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,2,Lunglei,15302,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,2,Lawngtlai,12114,22.7401468,93.0509285,North-Eastern Region
Mizoram,2022,2,Kolasib,8872,24.2314023,92.6766193,North-Eastern Region
Mizoram,2022,2,Champhai,7233,23.481,93.309599,North-Eastern Region
Mizoram,2022,2,Mamit,6641,23.909285,92.4947387,North-Eastern Region
Mizoram,2022,2,Serchhip,5170,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,2,Saiha,3598,23.481,93.309599,North-Eastern Region
Mizoram,2022,3,Aizawl,65940,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,3,Lunglei,16062,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,3,Lawngtlai,12771,22.7401468,93.0509285,North-Eastern Region
Mizoram,2022,3,Kolasib,9300,24.2314023,92.6766193,North-Eastern Region
Mizoram,2022,3,Champhai,7576,23.481,93.309599,North-Eastern Region
Mizoram,2022,3,Mamit,6931,23.909285,92.4947387,North-Eastern Region
Mizoram,2022,3,Serchhip,5390,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,3,Saiha,3765,23.481,93.309599,North-Eastern Region
Mizoram,2022,4,Aizawl,68925,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,4,Lunglei,16676,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,4,Lawngtlai,13303,22.7401468,93.0509285,North-Eastern Region
Mizoram,2022,4,Kolasib,9602,24.2314023,92.6766193,North-Eastern Region
Mizoram,2022,4,Champhai,7814,23.481,93.309599,North-Eastern Region
Mizoram,2022,4,Mamit,7086,23.909285,92.4947387,North-Eastern Region
Mizoram,2022,4,Serchhip,5551,23.3078982,92.8556728,North-Eastern Region
Mizoram,2022,4,Saiha,3913,23.481,93.309599,North-Eastern Region
Nagaland,2018,1,Dimapur,8249,25.904959,93.731523,North-Eastern Region
Nagaland,2018,1,Kohima,3036,25.6949988,94.12330065485534,North-Eastern Region
Nagaland,2018,1,Mokokchung,1043,26.4929778,94.8042633,North-Eastern Region
Nagaland,2018,1,Mon,525,26.7238973,95.0287876,North-Eastern Region
Nagaland,2018,1,Phek,487,25.709953650000003,94.46436151085854,North-Eastern Region
Nagaland,2018,1,Wokha,465,26.079343100000003,94.2591254527048,North-Eastern Region
Nagaland,2018,1,Zunheboto,385,26.0030617,94.5236166,North-Eastern Region
Nagaland,2018,1,Tuensang,377,26.25,94.75,North-Eastern Region
Nagaland,2018,1,Peren,218,25.5354667,93.7352403,North-Eastern Region
Nagaland,2018,1,Kiphire,168,25.8826359,94.781588,North-Eastern Region
Nagaland,2018,2,Dimapur,12093,25.904959,93.731523,North-Eastern Region
Nagaland,2018,2,Kohima,4395,25.6949988,94.12330065485534,North-Eastern Region
Nagaland,2018,2,Mokokchung,1616,26.4929778,94.8042633,North-Eastern Region
Nagaland,2018,2,Mon,892,26.7238973,95.0287876,North-Eastern Region
Nagaland,2018,2,Phek,736,25.709953650000003,94.46436151085854,North-Eastern Region
Nagaland,2018,2,Wokha,703,26.079343100000003,94.2591254527048,North-Eastern Region
Nagaland,2018,2,Tuensang,594,26.25,94.75,North-Eastern Region
Nagaland,2018,2,Zunheboto,593,26.0030617,94.5236166,North-Eastern Region
Nagaland,2018,2,Peren,358,25.5354667,93.7352403,North-Eastern Region
